Geo Point;Geo Shape;id_fontaines_a_boire;localisation;type;adresse;commune;quartier;territoire;statut
43.63940441221454, 1.451860002117636;"{""coordinates"": [[1.451860002117636, 43.63940441221454]], ""type"": ""MultiPoint""}";557;espaces verts;AUTRE;6 CHE DE PIAILLES;Toulouse;9;NORD;Ouverte
43.60509726936215, 1.412137754479015;"{""coordinates"": [[1.412137754479015, 43.60509726936215]], ""type"": ""MultiPoint""}";74;JARDIN DU PRESSENCE;WALLACE;AVENUE FRANCIS DE PRESSENSE;Toulouse;19;OUEST;Fermée pour maintenance
43.57815789809881, 1.4449048775138966;"{""coordinates"": [[1.444904877513897, 43.57815789809881]], ""type"": ""MultiPoint""}";124;JARDIN NIEL;AUTRE;RUE SAINT ROCH;Toulouse;5;CENTRE;Ouverte
43.56189456967887, 1.414202617720497;"{""coordinates"": [[1.414202617720497, 43.56189456967887]], ""type"": ""MultiPoint""}";209;ZONE VERTE DE GIRONIS;BAYARD;RUE DE GIRONIS;Toulouse;14;SUD;Ouverte
43.601012117359545, 1.4851747573274212;"{""coordinates"": [[1.485174757327421, 43.601012117359545]], ""type"": ""MultiPoint""}";37;JARDIN DU CHATEAU DE L'HERS;BAYARD;RUE CLAUDIUS ROUGENET;Toulouse;11;EST;Ouverte
43.56474323129865, 1.4031541872297149;"{""coordinates"": [[1.403154187229715, 43.56474323129865]], ""type"": ""MultiPoint""}";546;Rue Georges Rouault;IDEO;RUE GEORGES ROUAULT;Toulouse;17;SUD;Ouverte
43.5671196555971, 1.3710085819005575;"{""coordinates"": [[1.371008581900558, 43.5671196555971]], ""type"": ""MultiPoint""}";340;Aire de Jeux chemin de Guilhermy;BAYARD;20 CHEMIN DE GUILHERMY;Toulouse;14;SUD;Ouverte
43.58251715873043, 1.408835143587224;"{""coordinates"": [[1.408835143587224, 43.58251715873043]], ""type"": ""MultiPoint""}";273;JARDIN DU CALVADOS;BP;RUE GEORGES VAUR;Toulouse;16;SUD;Ouverte
43.617290604433606, 1.4072534945100383;"{""coordinates"": [[1.407253494510038, 43.617290604433606]], ""type"": ""MultiPoint""}";351;PARC JOB;WALLACE;CHEMIN DE LA GARONNE;Toulouse;7;NORD;Fermée pour maintenance
43.610564053613665, 1.4664858398573177;"{""coordinates"": [[1.466485839857318, 43.610564053613665]], ""type"": ""MultiPoint""}";185;CIMETIERE SALONIQUE;PRESTO;CHEMIN DE CAILLIBENS;Toulouse;4;CENTRE;
43.61075309613096, 1.4679248488770764;"{""coordinates"": [[1.467924848877076, 43.61075309613096]], ""type"": ""MultiPoint""}";189;CIMETIERE SALONIQUE;PRESTO;CHEMIN DE CAILLIBENS;Toulouse;4;CENTRE;
43.60120282252857, 1.4311384161692842;"{""coordinates"": [[1.431138416169284, 43.60120282252857]], ""type"": ""MultiPoint""}";78;JARDIN RAYMOND VI;BAYARD;ALLEE CHARLES DE FITTE;Toulouse;6;CENTRE;Ouverte
43.63848821238892, 1.4506795359587379;"{""coordinates"": [[1.450679535958738, 43.63848821238892]], ""type"": ""MultiPoint""}";129;SQUARE SAINTE NATHALIE;BAYARD;RUE SAINTE NATHALIE;Toulouse;9;NORD;Ouverte
43.61034149391296, 1.4683086995182395;"{""coordinates"": [[1.46830869951824, 43.61034149391296]], ""type"": ""MultiPoint""}";190;CIMETIERE SALONIQUE;PRESTO;CHEMIN DE CAILLIBENS;Toulouse;4;CENTRE;
43.647996010087496, 1.418856484177245;"{""coordinates"": [[1.418856484177245, 43.647996010087496]], ""type"": ""MultiPoint""}";95;ZONE VERTE DE SESQUIERE;BAYARD;SESQUIERES;Toulouse;7;NORD;
43.584031962973704, 1.4839566058996312;"{""coordinates"": [[1.483956605899631, 43.584031962973704]], ""type"": ""MultiPoint""}";208;PLAINE DE JEUX TERRASSE;BAYARD;IMPASSE FRANZ SCHRADER;Toulouse;12;EST;Ouverte
43.6149399144704, 1.4578133654704133;"{""coordinates"": [[1.457813365470413, 43.6149399144704]], ""type"": ""MultiPoint""}";240;PLACE ARAGO;SANTA-COLE;PLACE ARAGO;Toulouse;4;CENTRE;Ouverte
43.612943387203266, 1.4607241332067316;"{""coordinates"": [[1.460724133206732, 43.612943387203266]], ""type"": ""MultiPoint""}";169;PARC FELIX LAVIT;BAYARD;RUE LEVERRIER;Toulouse;4;CENTRE;Ouverte
43.602106718107486, 1.447881303874752;"{""coordinates"": [[1.447881303874752, 43.602106718107486]], ""type"": ""MultiPoint""}";259;PLACE ST GEORGES;WALLACE;PLACE ST GEORGES;Toulouse;1;CENTRE;Fermée pour maintenance
43.55934172074419, 1.3777219770936646;"{""coordinates"": [[1.377721977093665, 43.55934172074419]], ""type"": ""MultiPoint""}";109;JARDIN ERNEST PIHLAK;BAYARD;CHEMIN DE LIFFARD;Toulouse;14;SUD;Ouverte
43.6296701370548, 1.436011612725096;"{""coordinates"": [[1.436011612725096, 43.6296701370548]], ""type"": ""MultiPoint""}";284;JARDIN PARTAGE DE LA SALADE;BAYARD;29 RTE DE LAUNAGUET;Toulouse;8;NORD;Ouverte
43.613456078599405, 1.4621407908774513;"{""coordinates"": [[1.462140790877451, 43.613456078599405]], ""type"": ""MultiPoint""}";221;CAF JOLIMONT;BAYARD;AVENUE DE L'OBSERVATOIRE;Toulouse;4;CENTRE;Ouverte
43.57867298527199, 1.4456638865540963;"{""coordinates"": [[1.445663886554096, 43.57867298527199]], ""type"": ""MultiPoint""}";125;JARDIN NIEL;AUTRE;RUE SAINT ROCH;Toulouse;5;CENTRE;Ouverte
43.57288222484748, 1.4017147852039102;"{""coordinates"": [[1.40171478520391, 43.57288222484748]], ""type"": ""MultiPoint""}";65;PARC RAYMOND MAURY;BAYARD;Rue Daniel Faucher;Toulouse;17;SUD;Ouverte
43.590625264013134, 1.4313003702400289;"{""coordinates"": [[1.431300370240029, 43.590625264013134]], ""type"": ""MultiPoint""}";303;CIMETIERE RAPAS;BAYARD;68 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.58071479681683, 1.4080978881749795;"{""coordinates"": [[1.408097888174979, 43.58071479681683]], ""type"": ""MultiPoint""}";270;PARC DE BAGATELLE;BAYARD;PARC DE BAGATELLE;Toulouse;16;SUD;Ouverte
43.591609645747866, 1.4303206896151421;"{""coordinates"": [[1.430320689615142, 43.591609645747866]], ""type"": ""MultiPoint""}";294;CIMETIERE RAPAS;BAYARD;68 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.591834111683006, 1.427083510966424;"{""coordinates"": [[1.427083510966424, 43.591834111683006]], ""type"": ""MultiPoint""}";287;CIMETIERE RAPAS;BAYARD;61 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.62323978541883, 1.4306320352487223;"{""coordinates"": [[1.430632035248722, 43.62323978541883]], ""type"": ""MultiPoint""}";22;PLACETTE HOCHE;BAYARD;1, PL STEPHANE HESSEL, TOULOUSE;Toulouse;8;NORD;Ouverte
43.57155208512218, 1.47961862549655;"{""coordinates"": [[1.47961862549655, 43.57155208512218]], ""type"": ""MultiPoint""}";336;PLACE MARCEL BOUILLOUX LAFFONT;BAYARD;;Toulouse;12;EST;Ouverte
43.601336328404166, 1.4421347344800461;"{""coordinates"": [[1.442134734480046, 43.601336328404166]], ""type"": ""MultiPoint""}";352;PLACE DE LA BOURSE;AUTRE;PLACE DE LA BOURSE;Toulouse;1;CENTRE;Ouverte
43.6088234041689, 1.4501241999150711;"{""coordinates"": [[1.450124199915071, 43.6088234041689]], ""type"": ""MultiPoint""}";374;PLACE BELFORT;BAYARD;PLACE BELFORT;Toulouse;3;CENTRE;Ouverte
43.60960633467269, 1.449224584517259;"{""coordinates"": [[1.449224584517259, 43.60960633467269]], ""type"": ""MultiPoint""}";379;PLACE SCHUMAN /RUE BAYARD;SANTA-COLE;PLACE SCHUMAN;Toulouse;3;CENTRE;Ouverte
43.61460020630802, 1.4068876355929876;"{""coordinates"": [[1.406887635592988, 43.61460020630802]], ""type"": ""MultiPoint""}";339;Jardin du Soleil d'Or;BAYARD;Rue Auguste Laffont;Toulouse;7;NORD;Ouverte
43.60882928606574, 1.4532499302475121;"{""coordinates"": [[1.453249930247512, 43.60882928606574]], ""type"": ""MultiPoint""}";399;RAMBLAS;SANTA-COLE;ALLEES JEAN JAURES;Toulouse;3;CENTRE;Ouverte
43.6069975325076, 1.450515542950474;"{""coordinates"": [[1.450515542950474, 43.6069975325076]], ""type"": ""MultiPoint""}";311;RAMBLAS FACE  AU N°35;SANTA-COLE;ALLEES JEAN JAURES;Toulouse;3;CENTRE;Ouverte
43.60709530495866, 1.4507968408821144;"{""coordinates"": [[1.450796840882114, 43.60709530495866]], ""type"": ""MultiPoint""}";310;RAMBLAS FACE AU 52;SANTA-COLE;ALLEES JEAN JAURES;Toulouse;3;CENTRE;Ouverte
43.58487516602936, 1.4534491165507788;"{""coordinates"": [[1.453449116550779, 43.58487516602936]], ""type"": ""MultiPoint""}";341;PLACE HENRY RUSSELL;WALLACE;PLACE HENRY RUSSEL;Toulouse;5;CENTRE;Ouverte
43.59523762459646, 1.4519397993457364;"{""coordinates"": [[1.451939799345736, 43.59523762459646]], ""type"": ""MultiPoint""}";41;GRAND ROND;BAYARD;SQUARE BOULINGRIN;Toulouse;3;CENTRE;Ouverte
43.60709627509886, 1.4791167922722155;"{""coordinates"": [[1.479116792272215, 43.60709627509886]], ""type"": ""MultiPoint""}";452;coté du city stade;BAYARD;11 RUE DE LA SOLIDARITE;Toulouse;10;EST;Ouverte
43.569726778096204, 1.401186285965039;"{""coordinates"": [[1.401186285965039, 43.569726778096204]], ""type"": ""MultiPoint""}";467;apres la passerelle aire de jeux;IDEO;AVENUE WINSTON CHURCHILL;Toulouse;17;SUD;Ouverte
43.619465238314234, 1.414955569987772;"{""coordinates"": [[1.414955569987772, 43.619465238314234]], ""type"": ""MultiPoint""}";468;a proximité de l'aire de jeux entre deux bancs;IDEO;RUE DES TROENES;Toulouse;7;NORD;Ouverte
43.60955431095362, 1.4676799337416992;"{""coordinates"": [[1.467679933741699, 43.60955431095362]], ""type"": ""MultiPoint""}";496;Cimetière Salonique;BAYARD;;Toulouse;;;
43.62914101472611, 1.43635081233954;"{""coordinates"": [[1.43635081233954, 43.62914101472611]], ""type"": ""MultiPoint""}";282;JARDIN DE LA SALADE;BAYARD;29 RTE DE LAUNAGUET;Toulouse;8;NORD;Ouverte
43.62032244603685, 1.469318648391256;"{""coordinates"": [[1.469318648391256, 43.62032244603685]], ""type"": ""MultiPoint""}";10;JARDIN DE LA ROSERAIE;BAYARD;PLACE DE LA ROSERAIE;Toulouse;10;EST;Ouverte
43.55394168164647, 1.394593807030819;"{""coordinates"": [[1.394593807030819, 43.55394168164647]], ""type"": ""MultiPoint""}";113;JARDINS PARTAGES;BAYARD;11 CHE DE LESTANG;Toulouse;14;SUD;Ouverte
43.55774618105568, 1.3946074014070853;"{""coordinates"": [[1.394607401407085, 43.55774618105568]], ""type"": ""MultiPoint""}";110;ESPACE BOISE DE MONLONG;BAYARD;51 CHE DE LESTANG;Toulouse;14;SUD;Ouverte
43.553817299495954, 1.447681213968722;"{""coordinates"": [[1.447681213968722, 43.553817299495954]], ""type"": ""MultiPoint""}";118;ZONE VERTE DE PECH DAVID;BAYARD;Chemin des Côtes de Pech David;Toulouse;13;EST;Ouverte
43.61217312109693, 1.3769163830474516;"{""coordinates"": [[1.376916383047452, 43.61217312109693]], ""type"": ""MultiPoint""}";163;CIMETIERE SAINT MARTIN DU TOUCH;BP;CHEMIN DE LA CRABE;Toulouse;20;OUEST;
43.61100912291194, 1.4660119412361858;"{""coordinates"": [[1.466011941236186, 43.61100912291194]], ""type"": ""MultiPoint""}";497;Cimetière salonique;PRESTO;;Toulouse;;;
43.630837128941565, 1.4510032849598948;"{""coordinates"": [[1.451003284959895, 43.630837128941565]], ""type"": ""MultiPoint""}";453;Coté de la place sud;BAYARD;RUE EDOUARD PAILLERON;Toulouse;9;NORD;Ouverte
43.589475870076825, 1.3834279644243368;"{""coordinates"": [[1.383427964424337, 43.589475870076825]], ""type"": ""MultiPoint""}";415;Cimetière lardenne;BAYARD;AVENUE PIERRE MOLETTE;Toulouse;18;OUEST;
43.60962934990941, 1.4683895211653235;"{""coordinates"": [[1.468389521165324, 43.60962934990941]], ""type"": ""MultiPoint""}";499;Cimetière salonique;PRESTO;;Toulouse;;;
43.58358552371187, 1.4698681506101274;"{""coordinates"": [[1.469868150610127, 43.58358552371187]], ""type"": ""MultiPoint""}";52;JARDIN SAINT-EXUPERY;BAYARD;136 AV DE ST EXUPERY;Toulouse;12;EST;Ouverte
43.57366887442355, 1.4876139337241385;"{""coordinates"": [[1.487613933724139, 43.57366887442355]], ""type"": ""MultiPoint""}";141;JARDIN PELLETRIER;BAYARD;PLACE ROBERT ESNAULT PELTERIE;Toulouse;12;EST;Ouverte
43.57630592138945, 1.4856795188556937;"{""coordinates"": [[1.485679518855694, 43.57630592138945]], ""type"": ""MultiPoint""}";58;JARDIN ALALOUF;BAYARD;38 ROUTE DE REVEL;Toulouse;12;EST;Ouverte
43.54840049080189, 1.4535809475195283;"{""coordinates"": [[1.453580947519528, 43.54840049080189]], ""type"": ""MultiPoint""}";120;POUVOURVILLE;BAYARD;RUE DE FONDEVILLE;Toulouse;13;EST;Ouverte
43.57038913753907, 1.501828025716271;"{""coordinates"": [[1.501828025716271, 43.57038913753907]], ""type"": ""MultiPoint""}";561;Parc marcaissonne;IDEO;;Toulouse;;;Fermée pour maintenance
43.59309634873695, 1.490128011658965;"{""coordinates"": [[1.490128011658965, 43.59309634873695]], ""type"": ""MultiPoint""}";527;Stade hockey (grande plaine);BAYARD;;Toulouse;11;EST;Ouverte
43.57105894905425, 1.4026898033239468;"{""coordinates"": [[1.402689803323947, 43.57105894905425]], ""type"": ""MultiPoint""}";277;PLACE ABAL;BAYARD;PLACE ANDRE ABBAL;Toulouse;17;SUD;Ouverte
43.5569347175847, 1.3801378307080119;"{""coordinates"": [[1.380137830708012, 43.5569347175847]], ""type"": ""MultiPoint""}";520;Place de Saint Simon à proximité de la crèche;IDEO;5 PL DE L EGLISE SAINT SIMON;Toulouse;14;SUD;Ouverte
43.59433726876742, 1.4442537868202916;"{""coordinates"": [[1.444253786820292, 43.59433726876742]], ""type"": ""MultiPoint""}";390;PLACE DU SALIN;SANTA-COLE;PLACE DU SALIN;Toulouse;1;CENTRE;Ouverte
43.56622484221109, 1.485440733038199;"{""coordinates"": [[1.485440733038199, 43.56622484221109]], ""type"": ""MultiPoint""}";532;Piste des géants zone C;IDEO;PISTE DES GEANTS;Toulouse;12;EST;Ouverte
43.58029371810315, 1.4398330730873254;"{""coordinates"": [[1.439833073087325, 43.58029371810315]], ""type"": ""MultiPoint""}";525;PARVIS GROUPE SCOLAIRE;IDEO;7 ESP PIERRE GARRIGUES;Toulouse;5;CENTRE;Ouverte
43.6051037034744, 1.447349522277152;"{""coordinates"": [[1.447349522277152, 43.6051037034744]], ""type"": ""MultiPoint""}";535;square Wilson;BAYARD;PL DU PRESIDENT THOMAS WOODROW WILSON;Toulouse;1;CENTRE;Ouverte
43.60807176730007, 1.4526262943278145;"{""coordinates"": [[1.452626294327815, 43.60807176730007]], ""type"": ""MultiPoint""}";362;76 ALLEE JEAN JAURES;SANTA-COLE;ALLEES JEAN JAURES;Toulouse;3;CENTRE;Ouverte
43.61251152510387, 1.4322455163686791;"{""coordinates"": [[1.432245516368679, 43.61251152510387]], ""type"": ""MultiPoint""}";92;JARDIN COMPANS;BAYARD;22 BOULEVARD DE LA MARQUETTE;Toulouse;2;CENTRE;Ouverte
43.64013580395736, 1.4525930977028465;"{""coordinates"": [[1.452593097702847, 43.64013580395736]], ""type"": ""MultiPoint""}";540;Carré de la Maourine;IDEO;CARR DE LA MAOURINE;Toulouse;9;NORD;Ouverte
43.57859385951066, 1.4363194313810062;"{""coordinates"": [[1.436319431381006, 43.57859385951066]], ""type"": ""MultiPoint""}";541;Bord de Garonne Empalot;IDEO;AV DE LATTRE DE TASSIGNY;Toulouse;5;CENTRE;Ouverte
43.57962724314436, 1.4589849843243234;"{""coordinates"": [[1.458984984324323, 43.57962724314436]], ""type"": ""MultiPoint""}";563;Rue virgule métro saouzelong;BAYARD;;Toulouse;;;Ouverte
43.60627955143709, 1.4605962529698557;"{""coordinates"": [[1.460596252969856, 43.60627955143709]], ""type"": ""MultiPoint""}";205;CIMETIERE TERRE CABADE;PRESTO;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.59278349785856, 1.4495919365356158;"{""coordinates"": [[1.449591936535616, 43.59278349785856]], ""type"": ""MultiPoint""}";458;Jardin des plantes;WATER CONNECT;56 RUE ALFRED DUMERIL_ALLÉE S RAVANE;Toulouse;5;CENTRE;Ouverte
43.601339942676276, 1.4456303143340865;"{""coordinates"": [[1.445630314334087, 43.601339942676276]], ""type"": ""MultiPoint""}";388;FACE 17 RUE ALSACE LORRAINE;SANTA-COLE;RUE ALSACE LORRAINE;Toulouse;1;CENTRE;Ouverte
43.6103721307652, 1.4603858242568055;"{""coordinates"": [[1.460385824256806, 43.6103721307652]], ""type"": ""MultiPoint""}";488;Jardin villa mericant;BAYARD;RUE CALVET;Toulouse;4;CENTRE;Ouverte
43.57683921222091, 1.4927729952125541;"{""coordinates"": [[1.492772995212554, 43.57683921222091]], ""type"": ""MultiPoint""}";331;CIMETIERE MONTAUDRAN;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.577037666556976, 1.4942717878762617;"{""coordinates"": [[1.494271787876262, 43.577037666556976]], ""type"": ""MultiPoint""}";326;CIMETIERE MONTAUDRAN;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.59977597305967, 1.4881818544119678;"{""coordinates"": [[1.488181854411968, 43.59977597305967]], ""type"": ""MultiPoint""}";434;STADE DE L HERS;BAYARD;6 RUE CLAUDIUS ROUGENET;Toulouse;11;EST;Ouverte
43.54951158678738, 1.4534483485822214;"{""coordinates"": [[1.453448348582221, 43.54951158678738]], ""type"": ""MultiPoint""}";316;CHEMIN DE LA NARRADE FACE N°37;BAYARD;Impasse de Sarrangines;Toulouse;13;EST;Ouverte
43.567411842909934, 1.4108848954987796;"{""coordinates"": [[1.41088489549878, 43.567411842909934]], ""type"": ""MultiPoint""}";444;JARDIN VENDOME;BP;RUE VENDOME;Toulouse;14;SUD;Ouverte
43.5822855024366, 1.4904865297475693;"{""coordinates"": [[1.490486529747569, 43.5822855024366]], ""type"": ""MultiPoint""}";137;BOIS DE SARABELLE;BAYARD;IMPASSE PIERRE MAURAND;Toulouse;12;EST;Ouverte
43.62545445031536, 1.4690438771936696;"{""coordinates"": [[1.46904387719367, 43.62545445031536]], ""type"": ""MultiPoint""}";8;JARDIN DU TOIT DU ROULANT;BAYARD;RUE DU ROMARIN;Toulouse;10;EST;Ouverte
43.6241008297544, 1.4371218802348595;"{""coordinates"": [[1.43712188023486, 43.6241008297544]], ""type"": ""MultiPoint""}";167;JARDIN RUE DE BORDEAUX;BAYARD;RUE DE BORDEAUX;Toulouse;8;NORD;Ouverte
43.57859203988543, 1.4464714936965;"{""coordinates"": [[1.4464714936965, 43.57859203988543]], ""type"": ""MultiPoint""}";123;JARDIN NIEL;AUTRE;RUE SAINT ROCH;Toulouse;5;CENTRE;Ouverte
43.59818447921105, 1.4366831934711028;"{""coordinates"": [[1.436683193471103, 43.59818447921105]], ""type"": ""MultiPoint""}";82;JARDIN PLACE LAGANNE;WALLACE;PLACE LAGANNE;Toulouse;6;CENTRE;Ouverte
43.57309819924228, 1.5004871053971887;"{""coordinates"": [[1.500487105397189, 43.57309819924228]], ""type"": ""MultiPoint""}";558;Parc de la marcaissonne;IDEO;;Toulouse;;;Ouverte
43.55810110012601, 1.4493077765603204;"{""coordinates"": [[1.44930777656032, 43.55810110012601]], ""type"": ""MultiPoint""}";102;ZONE VERTE DE PECH DAVID;BAYARD;Chemin des Côtes de Pech David;Toulouse;13;EST;Ouverte
43.65357521900256, 1.4191828739915489;"{""coordinates"": [[1.419182873991549, 43.65357521900256]], ""type"": ""MultiPoint""}";94;ZONE VERTE DE SESQUIERE;BAYARD;SESQUIERES;Toulouse;7;NORD;
43.590125316851434, 1.491826539372678;"{""coordinates"": [[1.491826539372678, 43.590125316851434]], ""type"": ""MultiPoint""}";55;GRANDE PLAINE;BAYARD;AVENUE JEAN GONORD;Toulouse;11;EST;Ouverte
43.608579517786694, 1.464988865250091;"{""coordinates"": [[1.464988865250091, 43.608579517786694]], ""type"": ""MultiPoint""}";192;CIMETIERE TERRE CABADE;BAYARD;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.59053528463613, 1.4269927320155085;"{""coordinates"": [[1.426992732015508, 43.59053528463613]], ""type"": ""MultiPoint""}";291;CIMETIERE RAPAS;BAYARD;61 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.57288216405051, 1.4760685527746606;"{""coordinates"": [[1.476068552774661, 43.57288216405051]], ""type"": ""MultiPoint""}";246;JARDIN DE LA LIGNE;PRESTO;Rue Jacqueline-Auriol;Toulouse;12;EST;Ouverte
43.591409688886266, 1.4400200587518102;"{""coordinates"": [[1.44002005875181, 43.591409688886266]], ""type"": ""MultiPoint""}";251;THEATRE DE VERDURE DU RAMIER;SANTA-COLE;AVENUE DU GRAND RAMIER;Toulouse;5;CENTRE;Ouverte
43.5663911947564, 1.3444897077478661;"{""coordinates"": [[1.344489707747866, 43.5663911947564]], ""type"": ""MultiPoint""}";261;LA RAMEE AIRE DE JEUX;BAYARD;LA RAMEE;Tournefeuille;;SUD;Ouverte
43.63882396663042, 1.446565275922028;"{""coordinates"": [[1.446565275922028, 43.63882396663042]], ""type"": ""MultiPoint""}";220;SENTES BOUQUETINS;BAYARD;RUE DES BOUQUETINS;Toulouse;9;NORD;Ouverte
43.65410530544331, 1.4384773295801652;"{""coordinates"": [[1.438477329580165, 43.65410530544331]], ""type"": ""MultiPoint""}";224;PARC MOULIS CROIX BENITE;BAYARD;ROUTE DE LAUNAGUET;Toulouse;7;NORD;Ouverte
43.61435650647398, 1.422605588566961;"{""coordinates"": [[1.422605588566961, 43.61435650647398]], ""type"": ""MultiPoint""}";256;JARDIN ZAC DES PONT JUMEAUX;BAYARD;RUE HENRI DOCQUIERT;Toulouse;8;NORD;Ouverte
43.61186208523155, 1.4093433975709113;"{""coordinates"": [[1.409343397570911, 43.61186208523155]], ""type"": ""MultiPoint""}";232;DIGUE GARONNE;BAYARD;RUE JEAN VERNIERES;Toulouse;7;NORD;Ouverte
43.56774704482073, 1.406387457799016;"{""coordinates"": [[1.406387457799016, 43.56774704482073]], ""type"": ""MultiPoint""}";253;JARDIN PARTAGEE SATIE;BAYARD;RUE ERIK SATIE;Toulouse;17;SUD;Ouverte
43.591438652414524, 1.4280256298192229;"{""coordinates"": [[1.428025629819223, 43.591438652414524]], ""type"": ""MultiPoint""}";143;CIMETIERE RAPAS;BAYARD;61 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.572844144086936, 1.3989313484689017;"{""coordinates"": [[1.398931348468902, 43.572844144086936]], ""type"": ""MultiPoint""}";138;PARC DE REYNERIE;BAYARD;CHEMIN DE LESTANG;Toulouse;17;SUD;Ouverte
43.6055947525567, 1.4256276253748938;"{""coordinates"": [[1.425627625374894, 43.6055947525567]], ""type"": ""MultiPoint""}";222;COULEE VERTE AMIDONNIERS;BAYARD;SQUARE MADY DE LA GIRAUDIERE;Toulouse;2;CENTRE;Ouverte
43.58922110691542, 1.4651148475836824;"{""coordinates"": [[1.465114847583682, 43.58922110691542]], ""type"": ""MultiPoint""}";51;PARC DE LA BOISSERAIE;BAYARD;RUE JEAN BAPTISTE NOULET;Toulouse;12;EST;Ouverte
43.63139772775944, 1.4636460919004175;"{""coordinates"": [[1.463646091900418, 43.63139772775944]], ""type"": ""MultiPoint""}";264;JARDIN AVRANCHE;BAYARD;RUE D AVRANCHES;Toulouse;9;NORD;Ouverte
43.590679109883084, 1.4310783865872942;"{""coordinates"": [[1.431078386587294, 43.590679109883084]], ""type"": ""MultiPoint""}";305;CIMETIERE RAPAS;BAYARD;68 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.59184940411691, 1.42820751783453;"{""coordinates"": [[1.42820751783453, 43.59184940411691]], ""type"": ""MultiPoint""}";285;CIMETIERE RAPAS;BAYARD;61 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.591510544051935, 1.4265932692241656;"{""coordinates"": [[1.426593269224166, 43.591510544051935]], ""type"": ""MultiPoint""}";288;CIMETIERE RAPAS;BAYARD;61 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.605576481931344, 1.411803938100909;"{""coordinates"": [[1.411803938100909, 43.605576481931344]], ""type"": ""MultiPoint""}";395;FACE AU 21 RUE LEDRU ROLLIN;BAYARD;AVENUE FRANCIS DE PRESSENSE;Toulouse;19;OUEST;Ouverte
43.576608771135554, 1.4942865232704479;"{""coordinates"": [[1.494286523270448, 43.576608771135554]], ""type"": ""MultiPoint""}";320;CIMETIERE MONTAUDRAN;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.639721767742536, 1.441989373406368;"{""coordinates"": [[1.441989373406368, 43.639721767742536]], ""type"": ""MultiPoint""}";549;Caniparc;IDEO OPTION CHIEN;RUE DES CHAMOIS;Toulouse;9;NORD;Ouverte
43.612576044244705, 1.4483576284007444;"{""coordinates"": [[1.448357628400744, 43.612576044244705]], ""type"": ""MultiPoint""}";465;square roquelaine;IDEO;PLACE ROQUELAINE;Toulouse;3;CENTRE;Ouverte
43.6124341129844, 1.462184160208222;"{""coordinates"": [[1.462184160208222, 43.6124341129844]], ""type"": ""MultiPoint""}";15;JARDIN DE L'OBSERVATOIRE;PRESTO;AVENUE CAMILLE FLAMMARION;Toulouse;4;CENTRE;Ouverte
43.640783239396534, 1.440212689227866;"{""coordinates"": [[1.440212689227866, 43.640783239396534]], ""type"": ""MultiPoint""}";550;Devant dojo;IDEO;RUE ANTOINE VAN DYCK;Toulouse;9;NORD;Ouverte
43.58835434022516, 1.4842242008384516;"{""coordinates"": [[1.484224200838452, 43.58835434022516]], ""type"": ""MultiPoint""}";53;BOIS DE LIMAYRAC;BAYARD;ALLÉE DE LIMAYRAC;Toulouse;11;EST;Ouverte
43.607759723436615, 1.4666493748073768;"{""coordinates"": [[1.466649374807377, 43.607759723436615]], ""type"": ""MultiPoint""}";516;Cimetière terre cabade;BAYARD;;Toulouse;;;
43.61530706354201, 1.3974288145149663;"{""coordinates"": [[1.397428814514966, 43.61530706354201]], ""type"": ""MultiPoint""}";71;JARDIN DES ARENES ROMAINES (AMPHITHEATRE);BAYARD;RUE DE PURPAN;Toulouse;20;OUEST;Ouverte
43.60477162036497, 1.466332666685743;"{""coordinates"": [[1.466332666685743, 43.60477162036497]], ""type"": ""MultiPoint""}";378;10 RUE MARIE;BAYARD;10 RUE MARIE;Toulouse;11;EST;Ouverte
43.5783530434377, 1.414531907910046;"{""coordinates"": [[1.414531907910046, 43.5783530434377]], ""type"": ""MultiPoint""}";214;RESIDENCE IRIS;BAYARD;RUE PAUL LAMBERT;Toulouse;16;SUD;Ouverte
43.60720406624366, 1.4635820967169757;"{""coordinates"": [[1.463582096716976, 43.60720406624366]], ""type"": ""MultiPoint""}";517;Cimetière terre cabade;PRESTO;;Toulouse;;;
43.60553444927376, 1.3534582900167986;"{""coordinates"": [[1.353458290016799, 43.60553444927376]], ""type"": ""MultiPoint""}";448;PARC NORD RAMASSIERS;SANTA-COLE;RUE FRANCOISE HERITIER;Toulouse;20;OUEST;Ouverte
